"","observation.date","Species","Country","Serotype","source","flu","geometry","X","Y"
"8660",2017-03-17,"Mute Swan:cygnus Olor(Anatidae)","Hungary","H5N8 HPAI","fao",1,c(4805335.487558, 2669964.75751548),4805335.487558,2669964.75751548
"8661",2017-03-15,"Anatidae (Incognita)","Germany","H5N8 HPAI","fao",1,c(4353902.9938756, 3417090.78330995),4353902.9938756,3417090.78330995
"8662",2017-03-15,"Swan","Germany","H5N8 HPAI","fao",1,c(4377021.23525109, 2978910.9587012),4377021.23525109,2978910.9587012
"8663",2017-03-15,"Anatidae (Incognita)","Germany","H5N8 HPAI","fao",1,c(4377021.23525109, 2978910.9587012),4377021.23525109,2978910.9587012
"8664",2017-03-15,"Mallard:anas Platyrhynchos(Anatidae)","Netherlands","H5N8 HPAI","fao",1,c(3986065.64840915, 3221532.81722071),3986065.64840915,3221532.81722071
"8665",2017-03-15,"Herring Gull:larus Argentatus(Laridae)","Denmark","H5N8 HPAI","fao",1,c(4352418.04172158, 3529523.74067),4352418.04172158,3529523.74067
"8666",2017-03-15,"Common Eider (Somateria Mollissima)","Denmark","H5N8 HPAI","fao",1,c(4352418.04172158, 3529523.74067),4352418.04172158,3529523.74067
"8667",2017-03-14,"Unspecified Bird","Bulgaria","H5N8 HPAI","fao",1,c(5554639.31817515, 2406891.63976795),5554639.31817515,2406891.63976795
"8668",2017-03-14,"Buzzard","Belgium","H5N8 HPAI","fao",1,c(3950374.80885159, 3079304.49692055),3950374.80885159,3079304.49692055
"8669",2017-03-14,"Mallard:anas Platyrhynchos(Anatidae)","Belgium","H5N8 HPAI","fao",1,c(3950374.80885159, 3079304.49692055),3950374.80885159,3079304.49692055
"8670",2017-03-14,"Buzzard","Hungary","H5N8 HPAI","fao",1,c(4944427.00576209, 2767139.39087737),4944427.00576209,2767139.39087737
"8671",2017-03-13,"Great Black-Backed Gull (Larus Marinus)","Denmark","H5N8 HPAI","fao",1,c(4374370.7618279, 3536635.51768038),4374370.7618279,3536635.51768038
"8672",2017-03-11,"Mute Swan:cygnus Olor(Anatidae)","Lithuania","H5N8 HPAI","fao",1,c(5208805.01778806, 3616059.92564411),5208805.01778806,3616059.92564411
"8673",2017-03-11,"Grey Heron:ardea Cinerea(Ardeidae)","Slovakia","H5N8 HPAI","fao",1,c(4915274.73264686, 2896827.95312189),4915274.73264686,2896827.95312189
"8674",2017-03-10,"Goose","Germany","H5N8 HPAI","fao",1,c(4471235.16592159, 2870620.83916346),4471235.16592159,2870620.83916346
"8675",2017-03-10,"Whooper Swan:cygnus Cygnus(Anatidae)","Romania","H5N8 HPAI","fao",1,c(5556729.92379718, 2783816.51584017),5556729.92379718,2783816.51584017
"8676",2017-03-10,"Whooper Swan:cygnus Cygnus(Anatidae)","Romania","H5N8 HPAI","fao",1,c(5556729.92379718, 2783816.51584017),5556729.92379718,2783816.51584017
"8677",2017-03-10,"Whooper Swan:cygnus Cygnus(Anatidae)","Romania","H5N8 HPAI","fao",1,c(5556729.92379718, 2783816.51584017),5556729.92379718,2783816.51584017
"8678",2017-03-10,"Whooper Swan:cygnus Cygnus(Anatidae)","Romania","H5N8 HPAI","fao",1,c(5555148.01680179, 2783255.91378468),5555148.01680179,2783255.91378468
"8679",2017-03-10,"Whooper Swan:cygnus Cygnus(Anatidae)","Romania","H5N8 HPAI","fao",1,c(5544345.30277576, 2780375.0476563),5544345.30277576,2780375.0476563
"8680",2017-03-10,"Anatidae (Incognita)","France","H5N8 HPAI","fao",1,c(4187330.5204665, 2875312.17075696),4187330.5204665,2875312.17075696
"8681",2017-03-09,"Unspecified Bird","Germany","H5N8 HPAI","fao",1,c(4433477.48096283, 3092185.31599334),4433477.48096283,3092185.31599334
"8682",2017-03-08,"Gull","Romania","H5N8 HPAI","fao",1,c(5591656.33506687, 2512672.1644726),5591656.33506687,2512672.1644726
"8683",2017-03-08,"Whooper Swan:cygnus Cygnus(Anatidae)","Romania","H5N8 HPAI","fao",1,c(5802155.96280993, 2484255.28488062),5802155.96280993,2484255.28488062
"8684",2017-03-08,"Whooper Swan:cygnus Cygnus(Anatidae)","Romania","H5N8 HPAI","fao",1,c(5768036.6692708, 2528610.07876411),5768036.6692708,2528610.07876411
"8686",2017-03-08,"Mute Swan:cygnus Olor(Anatidae)","Hungary","H5N8 HPAI","fao",1,c(4999345.80074518, 2721527.15881131),4999345.80074518,2721527.15881131
"8687",2017-03-07,"Gull","Germany","H5N8 HPAI","fao",1,c(4423441.45328832, 2917321.3031058),4423441.45328832,2917321.3031058
"8688",2017-03-07,"Anatidae (Incognita)","Germany","H5N8 HPAI","fao",1,c(4604653.64412381, 3165654.52062847),4604653.64412381,3165654.52062847
"8689",2017-03-07,"Dalmatian Pelican (Pelecanus Crispus)","Austria","H5N8 HPAI","fao",1,c(4801556.30086069, 2807309.2013643),4801556.30086069,2807309.2013643
"8690",2017-03-06,"Whooper Swan:cygnus Cygnus(Anatidae)","Romania","H5N8 HPAI","fao",1,c(5544377.65706524, 2780340.02412917),5544377.65706524,2780340.02412917
"8691",2017-03-06,"Whooper Swan:cygnus Cygnus(Anatidae)","Romania","H5N8 HPAI","fao",1,c(5544377.65706524, 2780340.02412917),5544377.65706524,2780340.02412917
"8692",2017-03-06,"Gull","Romania","H5N8 HPAI","fao",1,c(5595072.31337236, 2503897.00324365),5595072.31337236,2503897.00324365
"8693",2017-03-06,"Anatidae (Incognita)","Netherlands","H5N8 HPAI","fao",1,c(3973105.4013859, 3280132.66715404),3973105.4013859,3280132.66715404
"8694",2017-03-05,"Anatidae (Incognita)","Netherlands","H5N8 HPAI","fao",1,c(3977765.83847647, 3278689.69644808),3977765.83847647,3278689.69644808
"8695",2017-03-05,"Buzzard","Denmark","H5N8 HPAI","fao",1,c(4443113.49855629, 3572282.53131529),4443113.49855629,3572282.53131529
"8696",2017-03-03,"Whooper Swan:cygnus Cygnus(Anatidae)","Romania","H5N8 HPAI","fao",1,c(5548499.09171524, 2782669.53198785),5548499.09171524,2782669.53198785
"8697",2017-03-03,"Unspecified Bird","Germany","H5N8 HPAI","fao",1,c(4495905.81913812, 3198581.7863722),4495905.81913812,3198581.7863722
"8698",2017-03-03,"Eurasian Wigeon:anas Penelope(Anatidae)","U.K. of Great Britain and Northern Ireland","H5N8 HPAI","fao",1,c(3297405.05778241, 3281332.52626247),3297405.05778241,3281332.52626247
"8699",2017-03-03,"Anatidae (Incognita)","France","H5N8 HPAI","fao",1,c(4125888.29034231, 2734346.76879419),4125888.29034231,2734346.76879419
"8700",2017-03-03,"Buzzard","Denmark","H5N8 HPAI","fao",1,c(4208602.11756505, 3722353.98994353),4208602.11756505,3722353.98994353
"8701",2017-03-02,"Swan","Germany","H5N8 HPAI","fao",1,c(4334663.52021115, 2971958.293326),4334663.52021115,2971958.293326
"8702",2017-03-02,"Unspecified Bird","Germany","H5N8 HPAI","fao",1,c(4580872.80831642, 3324859.8492279),4580872.80831642,3324859.8492279
"8703",2017-03-02,"Wild Duck","Poland","H5N8 HPAI","fao",1,c(4794025.67455455, 3244923.22900702),4794025.67455455,3244923.22900702
"8704",2017-03-02,"Unspecified Bird","France","H5N8 HPAI","fao",1,c(3541042.04343071, 2292056.23243238),3541042.04343071,2292056.23243238
"8705",2017-03-02,"Unspecified Bird","Germany","H5N8 HPAI","fao",1,c(4454570.87732786, 3119399.83096954),4454570.87732786,3119399.83096954
"8708",2017-03-01,"Grey Heron:ardea Cinerea(Ardeidae)","Germany","H5N8 HPAI","fao",1,c(4235943.99670055, 3004883.28043314),4235943.99670055,3004883.28043314
"8709",2017-03-01,"Swan","Germany","H5N8 HPAI","fao",1,c(4490405.73834979, 3258518.79077845),4490405.73834979,3258518.79077845
"8710",2017-03-01,"Anatidae (Incognita)","Germany","H5N8 HPAI","fao",1,c(4080405.88682651, 2966290.78301547),4080405.88682651,2966290.78301547
"8711",2017-02-28,"Mute Swan:cygnus Olor(Anatidae)","Lithuania","H5N8 HPAI","fao",1,c(5204107.65949809, 3644722.16861459),5204107.65949809,3644722.16861459
"8712",2017-02-28,"Gull","Germany","H5N8 HPAI","fao",1,c(4395487.1004239, 3491016.93757778),4395487.1004239,3491016.93757778
"8713",2017-02-28,"Unspecified Bird","Germany","H5N8 HPAI","fao",1,c(4395487.1004239, 3491016.93757778),4395487.1004239,3491016.93757778
"8714",2017-02-28,"Anatidae (Incognita)","Germany","H5N8 HPAI","fao",1,c(4395487.1004239, 3491016.93757778),4395487.1004239,3491016.93757778
"8715",2017-02-28,"Mute Swan:cygnus Olor(Anatidae)","Bosnia and Herzegovina","H5N8 HPAI","fao",1,c(4997762.0364976, 2348010.82167271),4997762.0364976,2348010.82167271
"8716",2017-02-28,"Greylag Goose","Slovakia","H5N8 HPAI","fao",1,c(4847995.32576259, 2884266.93584068),4847995.32576259,2884266.93584068
"8717",2017-02-28,"Rook","Sweden","H5N8 HPAI","fao",1,c(4521451.4243868, 3625990.03051929),4521451.4243868,3625990.03051929
"8718",2017-02-27,"Mute Swan:cygnus Olor(Anatidae)","Lithuania","H5N8 HPAI","fao",1,c(5204107.65949809, 3644722.16861459),5204107.65949809,3644722.16861459
"8719",2017-02-27,"Anatidae (Incognita)","Germany","H5N8 HPAI","fao",1,c(4371318.04614282, 2896561.26505386),4371318.04614282,2896561.26505386
"8720",2017-02-27,"Anatidae (Incognita)","Germany","H5N8 HPAI","fao",1,c(4595441.64546222, 3281066.82785182),4595441.64546222,3281066.82785182
"8721",2017-02-27,"Mallard:anas Platyrhynchos(Anatidae)","Belgium","H5N8 HPAI","fao",1,c(3922438.36475548, 3055081.47947189),3922438.36475548,3055081.47947189
"8722",2017-02-27,"Mute Swan:cygnus Olor(Anatidae)","Poland","H5N8 HPAI","fao",1,c(4898660.10298539, 3357073.31885261),4898660.10298539,3357073.31885261
"8723",2017-02-27,"Mute Swan:cygnus Olor(Anatidae)","Hungary","H5N8 HPAI","fao",1,c(4998027.69358907, 2598609.49397294),4998027.69358907,2598609.49397294
"8724",2017-02-27,"Great Egret (Ardea Alba)","Hungary","H5N8 HPAI","fao",1,c(4990896.89864134, 2605192.40058473),4990896.89864134,2605192.40058473
"8725",2017-02-27,"Stork","Germany","H5N8 HPAI","fao",1,c(4541466.31480956, 3447706.6613946),4541466.31480956,3447706.6613946
"8726",2017-02-27,"Anatidae (Incognita)","Germany","H5N8 HPAI","fao",1,c(4541466.31480956, 3447706.6613946),4541466.31480956,3447706.6613946
"8727",2017-02-27,"Unspecified Bird","Germany","H5N8 HPAI","fao",1,c(4541466.31480956, 3447706.6613946),4541466.31480956,3447706.6613946
"8728",2017-02-27,"Greylag Goose","Austria","H5N8 HPAI","fao",1,c(4830186.995665, 2763031.33714849),4830186.995665,2763031.33714849
"8729",2017-02-27,"Buzzard","Sweden","H5N8 HPAI","fao",1,c(4508229.22365984, 3612641.55409997),4508229.22365984,3612641.55409997
"8730",2017-02-26,"Mallard:anas Platyrhynchos(Anatidae)","Romania","H5N8 HPAI","fao",1,c(5594265.55857493, 2504877.78075598),5594265.55857493,2504877.78075598
"8731",2017-02-26,"Mute Swan:cygnus Olor(Anatidae)","Hungary","H5N8 HPAI","fao",1,c(4892700.23229946, 2760399.76372726),4892700.23229946,2760399.76372726
"8732",2017-02-26,"Unspecified Bird","Hungary","H5N8 HPAI","fao",1,c(5001047.5148024, 2674146.58724471),5001047.5148024,2674146.58724471
"8733",2017-02-24,"Mallard:anas Platyrhynchos(Anatidae)","Czech Republic","H5N8 HPAI","fao",1,c(4699592.48677493, 2951360.47443004),4699592.48677493,2951360.47443004
"8734",2017-02-24,"Mallard:anas Platyrhynchos(Anatidae)","Czech Republic","H5N8 HPAI","fao",1,c(4722367.52844341, 2960444.01707803),4722367.52844341,2960444.01707803
"8735",2017-02-24,"Mallard:anas Platyrhynchos(Anatidae)","Czech Republic","H5N8 HPAI","fao",1,c(4699592.48677493, 2951360.47443004),4699592.48677493,2951360.47443004
"8736",2017-02-24,"Mallard:anas Platyrhynchos(Anatidae)","Czech Republic","H5N8 HPAI","fao",1,c(4722367.52844341, 2960444.01707803),4722367.52844341,2960444.01707803
"8737",2017-02-24,"Unspecified Bird","Germany","H5N8 HPAI","fao",1,c(4468182.85918544, 3295661.40345248),4468182.85918544,3295661.40345248
"8738",2017-02-24,"Anatidae (Incognita)","Germany","H5N8 HPAI","fao",1,c(4108323.87460612, 2942832.66981487),4108323.87460612,2942832.66981487
"8739",2017-02-24,"Anatidae (Incognita)","Germany","H5N8 HPAI","fao",1,c(4389685.98369565, 3307290.03783298),4389685.98369565,3307290.03783298
"8740",2017-02-24,"Unspecified Bird","Germany","H5N8 HPAI","fao",1,c(4389685.98369565, 3307290.03783298),4389685.98369565,3307290.03783298
"8741",2017-02-24,"Anatidae (Incognita)","Germany","H5N8 HPAI","fao",1,c(4501659.55964797, 2837069.48754657),4501659.55964797,2837069.48754657
"8742",2017-02-24,"Anatidae (Incognita)","Germany","H5N8 HPAI","fao",1,c(4325893.78745695, 3119882.09208602),4325893.78745695,3119882.09208602
"8743",2017-02-24,"Grey Heron:ardea Cinerea(Ardeidae)","Germany","H5N8 HPAI","fao",1,c(4290339.39676011, 3136659.96472324),4290339.39676011,3136659.96472324
"8744",2017-02-24,"Herring Gull:larus Argentatus(Laridae)","Austria","H5N8 HPAI","fao",1,c(4589936.1748946, 2766151.78267122),4589936.1748946,2766151.78267122
"8747",2017-02-23,"Mute Swan:cygnus Olor(Anatidae)","Serbia","H5N8 HPAI","fao",1,c(5324440.28199853, 2473543.38042936),5324440.28199853,2473543.38042936
"8748",2017-02-23,"Mute Swan:cygnus Olor(Anatidae)","Serbia","H5N8 HPAI","fao",1,c(5223725.0865883, 2471277.40553615),5223725.0865883,2471277.40553615
"8749",2017-02-23,"Mute Swan:cygnus Olor(Anatidae)","France","H5N8 HPAI","fao",1,c(3945312.90440794, 2561583.39259225),3945312.90440794,2561583.39259225
"8750",2017-02-23,"Anatidae (Incognita)","Germany","H5N8 HPAI","fao",1,c(4278501.13105128, 2963214.49355564),4278501.13105128,2963214.49355564
"8751",2017-02-23,"Anatidae (Incognita)","Germany","H5N8 HPAI","fao",1,c(4468135.2513862, 3085269.59124233),4468135.2513862,3085269.59124233
"8752",2017-02-23,"Mute Swan:cygnus Olor(Anatidae)","Poland","H5N8 HPAI","fao",1,c(4893684.34861599, 3505727.50796565),4893684.34861599,3505727.50796565
"8753",2017-02-23,"Mute Swan:cygnus Olor(Anatidae)","Poland","H5N8 HPAI","fao",1,c(4792505.88797576, 3149663.62809908),4792505.88797576,3149663.62809908
"8754",2017-02-23,"Mute Swan:cygnus Olor(Anatidae)","Poland","H5N8 HPAI","fao",1,c(4805635.24972304, 3324701.84530836),4805635.24972304,3324701.84530836
"8755",2017-02-23,"Gull","Romania","H5N8 HPAI","fao",1,c(5591644.08435701, 2510861.94979683),5591644.08435701,2510861.94979683
"8756",2017-02-23,"Mallard:anas Platyrhynchos(Anatidae)","Austria","H5N8 HPAI","fao",1,c(4634591.99157501, 2797459.35028345),4634591.99157501,2797459.35028345
"8757",2017-02-22,"Unspecified Bird","France","H5N8 HPAI","fao",1,c(3936354.51940244, 2550645.67507498),3936354.51940244,2550645.67507498
"8758",2017-02-22,"Cattle Egret","France","H5N8 HPAI","fao",1,c(3566805.24214401, 2393261.01842141),3566805.24214401,2393261.01842141
"8759",2017-02-22,"Mute Swan:cygnus Olor(Anatidae)","France","H5N8 HPAI","fao",1,c(4063072.54882734, 2785160.66402893),4063072.54882734,2785160.66402893
"8760",2017-02-22,"Mute Swan:cygnus Olor(Anatidae)","Poland","H5N8 HPAI","fao",1,c(4724361.46807811, 3102177.12984519),4724361.46807811,3102177.12984519
"8761",2017-02-22,"Goose","Hungary","H5N8 HPAI","fao",1,c(4939734.99528527, 2682156.1449395),4939734.99528527,2682156.1449395
"8762",2017-02-21,"Greylag Goose","Slovakia","H5N8 HPAI","fao",1,c(4835913.62892441, 2835106.96355536),4835913.62892441,2835106.96355536
"8763",2017-02-21,"Mute Swan:cygnus Olor(Anatidae)","France","H5N8 HPAI","fao",1,c(3941473.91270371, 2553399.88917577),3941473.91270371,2553399.88917577
"8764",2017-02-21,"Unspecified Bird","Germany","H5N8 HPAI","fao",1,c(4202699.94697282, 2988840.35408115),4202699.94697282,2988840.35408115
"8765",2017-02-21,"Anatidae (Incognita)","Germany","H5N8 HPAI","fao",1,c(4202699.94697282, 2988840.35408115),4202699.94697282,2988840.35408115
"8766",2017-02-21,"Anatidae (Incognita)","Germany","H5N8 HPAI","fao",1,c(4161593.64917054, 3143516.71235613),4161593.64917054,3143516.71235613
"8767",2017-02-21,"Anatidae (Incognita)","Germany","H5N8 HPAI","fao",1,c(4455934.89098721, 2925829.54365063),4455934.89098721,2925829.54365063
"8768",2017-02-21,"Mute Swan:cygnus Olor(Anatidae)","Poland","H5N8 HPAI","fao",1,c(4885687.79939157, 3283522.87899847),4885687.79939157,3283522.87899847
"8769",2017-02-21,"Buzzard","Hungary","H5N8 HPAI","fao",1,c(5015126.36472469, 2769188.22696521),5015126.36472469,2769188.22696521
"8770",2017-02-21,"Mute Swan:cygnus Olor(Anatidae)","Hungary","H5N8 HPAI","fao",1,c(5007084.6369548, 2739332.61518437),5007084.6369548,2739332.61518437
"8771",2017-02-21,"Starling","France","H5N8 HPAI","fao",1,c(3433616.99858503, 2365065.66126403),3433616.99858503,2365065.66126403
"8772",2017-02-20,"Wild Duck","Germany","H5N8 HPAI","fao",1,c(4474286.12086853, 2944125.6661448),4474286.12086853,2944125.6661448
"8773",2017-02-20,"Accipitridae (Incognita)","Germany","H5N8 HPAI","fao",1,c(4474286.12086853, 2944125.6661448),4474286.12086853,2944125.6661448
"8774",2017-02-20,"White Stork:ciconia Ciconia(Ciconiidae)","Spain","H5N8 HPAI","fao",1,c(3749408.05608023, 2150160.97764497),3749408.05608023,2150160.97764497
"8775",2017-02-20,"Mute Swan:cygnus Olor(Anatidae)","Poland","H5N8 HPAI","fao",1,c(4893684.21963743, 3505727.49210977),4893684.21963743,3505727.49210977
"8776",2017-02-20,"Whooper Swan:cygnus Cygnus(Anatidae)","Romania","H5N8 HPAI","fao",1,c(5803181.00977409, 2483807.30266654),5803181.00977409,2483807.30266654
"8777",2017-02-20,"Whooper Swan:cygnus Cygnus(Anatidae)","Romania","H5N8 HPAI","fao",1,c(5803741.7579207, 2478081.48301226),5803741.7579207,2478081.48301226
"8778",2017-02-20,"Whooper Swan:cygnus Cygnus(Anatidae)","Romania","H5N8 HPAI","fao",1,c(5768036.6692708, 2528610.07876411),5768036.6692708,2528610.07876411
"8779",2017-02-20,"Whooper Swan:cygnus Cygnus(Anatidae)","Romania","H5N8 HPAI","fao",1,c(5802638.1365758, 2510345.23735452),5802638.1365758,2510345.23735452
"8780",2017-02-20,"Grey Heron:ardea Cinerea(Ardeidae)","Germany","H5N8 HPAI","fao",1,c(4216764.91795464, 2937375.71773742),4216764.91795464,2937375.71773742
"8781",2017-02-20,"Unspecified Bird","Germany","H5N8 HPAI","fao",1,c(4211996.20754988, 2987527.10623977),4211996.20754988,2987527.10623977
"8782",2017-02-20,"Anatidae (Incognita)","Germany","H5N8 HPAI","fao",1,c(4211996.20754988, 2987527.10623977),4211996.20754988,2987527.10623977
"8783",2017-02-20,"Mute Swan:cygnus Olor(Anatidae)","Poland","H5N8 HPAI","fao",1,c(4692059.66618911, 3323717.45630279),4692059.66618911,3323717.45630279
"8784",2017-02-20,"Whooper Swan:cygnus Cygnus(Anatidae)","Romania","H5N8 HPAI","fao",1,c(5544376.17411668, 2780339.69294196),5544376.17411668,2780339.69294196
"8785",2017-02-20,"Whooper Swan:cygnus Cygnus(Anatidae)","Romania","H5N8 HPAI","fao",1,c(5555130.29134958, 2783339.42979085),5555130.29134958,2783339.42979085
"8786",2017-02-20,"Whooper Swan:cygnus Cygnus(Anatidae)","Romania","H5N8 HPAI","fao",1,c(5544376.17411668, 2780339.69294196),5544376.17411668,2780339.69294196
"8787",2017-02-20,"Whooper Swan:cygnus Cygnus(Anatidae)","Romania","H5N8 HPAI","fao",1,c(5555130.29134958, 2783339.42979085),5555130.29134958,2783339.42979085
"8788",2017-02-20,"Mallard:anas Platyrhynchos(Anatidae)","Romania","H5N8 HPAI","fao",1,c(5555130.29134958, 2783339.42979085),5555130.29134958,2783339.42979085
"8789",2017-02-20,"Whooper Swan:cygnus Cygnus(Anatidae)","Romania","H5N8 HPAI","fao",1,c(5555130.29134958, 2783339.42979085),5555130.29134958,2783339.42979085
"8790",2017-02-20,"Whooper Swan:cygnus Cygnus(Anatidae)","Ireland","H5N8 HPAI","fao",1,c(3086046.01406027, 3550496.78891555),3086046.01406027,3550496.78891555
"8791",2017-02-20,"Whooper Swan:cygnus Cygnus(Anatidae)","Romania","H5N8 HPAI","fao",1,c(5602937.28513805, 2759807.72616728),5602937.28513805,2759807.72616728
"8792",2017-02-20,"Swan","Germany","H5N8 HPAI","fao",1,c(4186314.9205105, 3332040.73534805),4186314.9205105,3332040.73534805
"8793",2017-02-20,"Buzzard","Hungary","H5N8 HPAI","fao",1,c(5001517.28255052, 2673765.15962958),5001517.28255052,2673765.15962958
"8795",2017-02-19,"Eurasian Collared Dove (Streptopelia Decaocto)","France","H5N8 HPAI","fao",1,c(3574832.10710754, 2378072.55417294),3574832.10710754,2378072.55417294
"8796",2017-02-19,"Peregrin Falcon:falco Peregrinus(Falconidae)","Sweden","H5N8 HPAI","fao",1,c(4520784.17654126, 3589805.72939011),4520784.17654126,3589805.72939011
"8797",2017-02-18,"Mute Swan:cygnus Olor(Anatidae)","France","H5N8 HPAI","fao",1,c(3935826.97502551, 2556022.9930243),3935826.97502551,2556022.9930243
"8798",2017-02-18,"Mute Swan:cygnus Olor(Anatidae)","France","H5N8 HPAI","fao",1,c(3939659.84601374, 2562879.33550182),3939659.84601374,2562879.33550182
"8799",2017-02-18,"Great Egret (Ardea Alba)","France","H5N8 HPAI","fao",1,c(3939659.84601374, 2562879.33550182),3939659.84601374,2562879.33550182
"8800",2017-02-18,"Herring Gull:larus Argentatus(Laridae)","Poland","H5N8 HPAI","fao",1,c(4873431.77836047, 3522675.91899068),4873431.77836047,3522675.91899068
"8801",2017-02-17,"Wild Duck","Germany","H5N8 HPAI","fao",1,c(4390582.75208844, 3338464.77525987),4390582.75208844,3338464.77525987
"8802",2017-02-17,"Grey Heron:ardea Cinerea(Ardeidae)","Germany","H5N8 HPAI","fao",1,c(4390582.75208844, 3338464.77525987),4390582.75208844,3338464.77525987
"8803",2017-02-17,"Swan","Germany","H5N8 HPAI","fao",1,c(4421333.9469068, 3101948.3379918),4421333.9469068,3101948.3379918
"8804",2017-02-17,"Buzzard","France","H5N8 HPAI","fao",1,c(3491087.40063289, 2316189.52125782),3491087.40063289,2316189.52125782
"8805",2017-02-17,"Anatidae (Incognita)","Poland","H5N8 HPAI","fao",1,c(4889058.66508812, 3359502.75751648),4889058.66508812,3359502.75751648
"8806",2017-02-17,"Unspecified Bird","Romania","H5N8 HPAI","fao",1,c(5567181.44195174, 2779183.01122301),5567181.44195174,2779183.01122301
"8807",2017-02-17,"Unspecified Bird","Romania","H5N8 HPAI","fao",1,c(5551773.91218517, 2782261.70488417),5551773.91218517,2782261.70488417
"8808",2017-02-17,"Unspecified Bird","Romania","H5N8 HPAI","fao",1,c(5545287.72271835, 2780365.55359503),5545287.72271835,2780365.55359503
"8809",2017-02-17,"Unspecified Bird","Romania","H5N8 HPAI","fao",1,c(5557711.40456301, 2782178.07483968),5557711.40456301,2782178.07483968
"8810",2017-02-17,"Unspecified Bird","Romania","H5N8 HPAI","fao",1,c(5545287.72271835, 2780365.55359503),5545287.72271835,2780365.55359503
"8811",2017-02-17,"Unspecified Bird","Romania","H5N8 HPAI","fao",1,c(5551773.91218517, 2782261.70488417),5551773.91218517,2782261.70488417
"8812",2017-02-17,"Unspecified Bird","Romania","H5N8 HPAI","fao",1,c(5557711.40456301, 2782178.07483968),5557711.40456301,2782178.07483968
"8813",2017-02-17,"Unspecified Bird","Romania","H5N8 HPAI","fao",1,c(5551773.91218517, 2782261.70488417),5551773.91218517,2782261.70488417
"8814",2017-02-17,"Unspecified Bird","Romania","H5N8 HPAI","fao",1,c(5557711.40456301, 2782178.07483968),5557711.40456301,2782178.07483968
"8815",2017-02-17,"Unspecified Bird","Romania","H5N8 HPAI","fao",1,c(5557711.40456301, 2782178.07483968),5557711.40456301,2782178.07483968
"8816",2017-02-17,"Mute Swan:cygnus Olor(Anatidae)","Serbia","H5N8 HPAI","fao",1,c(5115305.2568374, 2518990.55625924),5115305.2568374,2518990.55625924
"8817",2017-02-17,"Mute Swan:cygnus Olor(Anatidae)","Russian Federation","H5 HPAI","fao",1,c(4997623.01722904, 3560673.66175905),4997623.01722904,3560673.66175905
"8818",2017-02-17,"Buzzard","Sweden","H5N8 HPAI","fao",1,c(4512502.60751064, 3612103.74877192),4512502.60751064,3612103.74877192
"8819",2017-02-17,"Mute Swan:cygnus Olor(Anatidae)","Slovenia","H5N8 HPAI","fao",1,c(4765980.97608477, 2609648.19804188),4765980.97608477,2609648.19804188
"8821",2017-02-16,"Anatidae (Incognita)","Poland","H5N8 HPAI","fao",1,c(4883221.39775857, 3323928.7947124),4883221.39775857,3323928.7947124
"8822",2017-02-16,"Mallard:anas Platyrhynchos(Anatidae)","Romania","H5N8 HPAI","fao",1,c(5594991.18896931, 2504055.58330075),5594991.18896931,2504055.58330075
"8823",2017-02-16,"Mute Swan:cygnus Olor(Anatidae)","France","H5N8 HPAI","fao",1,c(3935826.97502551, 2556022.9930243),3935826.97502551,2556022.9930243
"8824",2017-02-16,"Mute Swan:cygnus Olor(Anatidae)","Sweden","H5N8 HPAI","fao",1,c(4775040.28097392, 4080522.82571265),4775040.28097392,4080522.82571265
"8825",2017-02-16,"Mallard:anas Platyrhynchos(Anatidae)","Sweden","H5N8 HPAI","fao",1,c(4797252.76043521, 4053256.57732799),4797252.76043521,4053256.57732799
"8826",2017-02-16,"Mallard:anas Platyrhynchos(Anatidae)","Slovenia","H5N8 HPAI","fao",1,c(4706713.54881133, 2619733.57757881),4706713.54881133,2619733.57757881
"8827",2017-02-15,"Wild Duck","Germany","H5N8 HPAI","fao",1,c(4318845.29051988, 2978613.80961908),4318845.29051988,2978613.80961908
"8828",2017-02-15,"Wild Duck","Germany","H5N8 HPAI","fao",1,c(4567556.0742589, 3255075.95834653),4567556.0742589,3255075.95834653
"8829",2017-02-15,"Gull","Germany","H5N8 HPAI","fao",1,c(4567556.0742589, 3255075.95834653),4567556.0742589,3255075.95834653
"8830",2017-02-15,"Unspecified Bird","Romania","H5N8 HPAI","fao",1,c(5599208.43903796, 2514075.39833252),5599208.43903796,2514075.39833252
"8831",2017-02-15,"Mute Swan:cygnus Olor(Anatidae)","Poland","H5N8 HPAI","fao",1,c(5069324.13263808, 3339056.7625761),5069324.13263808,3339056.7625761
"8832",2017-02-15,"Mute Swan:cygnus Olor(Anatidae)","Belgium","H5N8 HPAI","fao",1,c(3945647.10916672, 3093884.2579274),3945647.10916672,3093884.2579274
"8833",2017-02-15,"Mute Swan:cygnus Olor(Anatidae)","Hungary","H5N8 HPAI","fao",1,c(4986713.51069666, 2783440.88568497),4986713.51069666,2783440.88568497
"8834",2017-02-15,"Mute Swan:cygnus Olor(Anatidae)","Slovakia","H5N8 HPAI","fao",1,c(4926291.67035511, 2771004.42276665),4926291.67035511,2771004.42276665
"8835",2017-02-15,"Mute Swan:cygnus Olor(Anatidae)","Romania","H5N8 HPAI","fao",1,c(5674670.88495676, 2663095.17172736),5674670.88495676,2663095.17172736
"8836",2017-02-15,"Tundra Swan (Cygnus Columbianus)","Romania","H5N8 HPAI","fao",1,c(5318471.29057348, 2444487.02246185),5318471.29057348,2444487.02246185
